Date,Open,High,Low,Close,Adj Close,Volume
2015-11-13,0.713623,0.715615,0.710884,0.713725,0.713725,0
2015-11-16,0.710884,0.713216,0.708466,0.710581,0.710581,0
2015-11-17,0.709320,0.714082,0.707564,0.709522,0.709522,0
2015-11-18,0.711440,0.712200,0.708366,0.711389,0.711389,0
2015-11-19,0.711794,0.720825,0.711794,0.711794,0.711794,0
2015-11-20,0.719217,0.725111,0.718701,0.719166,0.719166,0
2015-11-23,0.722596,0.723118,0.716384,0.722909,0.722909,0
2015-11-24,0.718907,0.724113,0.718856,0.718907,0.718907,0
2015-11-25,0.725426,0.728385,0.722804,0.725795,0.725795,0
2015-11-26,0.725689,0.726322,0.721188,0.725584,0.725584,0
2015-11-27,0.722126,0.724060,0.718597,0.721917,0.721917,0
2015-11-30,0.718597,0.724795,0.717257,0.718391,0.718391,0
2015-12-01,0.723275,0.732225,0.722804,0.723275,0.723275,0
2015-12-02,0.732493,0.733999,0.730567,0.732332,0.732332,0
2015-12-03,0.730300,0.734808,0.728597,0.730300,0.730300,0
2015-12-04,0.733192,0.738607,0.728120,0.732977,0.732977,0
2015-12-07,0.733999,0.734214,0.725847,0.734214,0.734214,0
2015-12-08,0.725795,0.727220,0.719011,0.725900,0.725900,0
2015-12-09,0.722387,0.724480,0.717309,0.722507,0.722507,0
2015-12-10,0.723484,0.733407,0.723380,0.723537,0.723537,0
2015-12-11,0.727379,0.727379,0.719011,0.727220,0.727220,0
2015-12-14,0.716589,0.726005,0.716384,0.716486,0.716486,0
2015-12-15,0.725689,0.728385,0.717000,0.725479,0.725479,0
2015-12-16,0.720305,0.721813,0.718081,0.720305,0.720305,0
2015-12-17,0.720513,0.721709,0.711238,0.720877,0.720877,0
2015-12-18,0.712911,0.718081,0.711693,0.712809,0.712809,0
2015-12-21,0.717000,0.719683,0.715717,0.716692,0.716692,0
2015-12-22,0.719891,0.725111,0.719217,0.719994,0.719994,0
2015-12-23,0.723223,0.725005,0.721188,0.723223,0.723223,0
2015-12-24,0.723275,0.728226,0.723275,0.723380,0.723380,0
2015-12-25,0.727379,0.729341,0.726691,0.727220,0.727220,0
2015-12-28,0.728491,0.728491,0.725689,0.728279,0.728279,0
2015-12-29,0.725795,0.730353,0.725637,0.725795,0.725795,0
2015-12-30,0.729182,0.730460,0.727379,0.729075,0.729075,0
2015-12-31,0.728385,0.732547,0.728120,0.728491,0.728491,0
2016-01-01,0.727167,0.727167,0.727167,0.727167,0.727167,0
2016-01-04,0.728597,0.729288,0.716846,0.728704,0.728704,0
2016-01-05,0.718339,0.721657,0.713419,0.718597,0.718597,0
2016-01-06,0.716178,0.717309,0.705816,0.716281,0.716281,0
2016-01-07,0.708015,0.708767,0.698227,0.708015,0.708015,0
2016-01-08,0.701705,0.707364,0.697253,0.701804,0.701804,0
2016-01-11,0.694059,0.703482,0.693914,0.694300,0.694300,0
2016-01-12,0.698910,0.702346,0.694396,0.698714,0.698714,0
2016-01-13,0.698617,0.704920,0.698373,0.698714,0.698714,0
2016-01-14,0.693674,0.697399,0.691085,0.693577,0.693577,0
2016-01-15,0.699888,0.699888,0.686672,0.699692,0.699692,0
2016-01-18,0.685918,0.692617,0.685401,0.686106,0.686106,0
2016-01-19,0.687522,0.695894,0.684228,0.687900,0.687900,0
2016-01-20,0.691228,0.691228,0.683200,0.691706,0.691706,0
2016-01-21,0.694348,0.695701,0.687853,0.693722,0.693722,0
2016-01-22,0.701656,0.704622,0.698910,0.701607,0.701607,0
2016-01-25,0.700182,0.702889,0.697010,0.700403,0.700403,0
2016-01-26,0.694107,0.700722,0.692329,0.693914,0.693914,0
2016-01-27,0.700722,0.707014,0.699741,0.700722,0.700722,0
2016-01-28,0.701410,0.712606,0.701016,0.701607,0.701607,0
2016-01-29,0.708416,0.714184,0.707314,0.708617,0.708617,0
2016-02-01,0.707114,0.709220,0.704424,0.706864,0.706864,0
2016-02-02,0.710884,0.713063,0.704176,0.711086,0.711086,0
2016-02-03,0.702790,0.710783,0.700624,0.702988,0.702988,0
2016-02-04,0.715922,0.724323,0.715922,0.715461,0.715461,0
2016-02-05,0.719994,0.721293,0.708818,0.719942,0.719942,0
2016-02-08,0.708617,0.713012,0.705268,0.708617,0.708617,0
2016-02-09,0.707814,0.708265,0.697691,0.707914,0.707914,0
2016-02-10,0.706614,0.712504,0.703977,0.706714,0.706714,0
2016-02-11,0.710227,0.715103,0.699056,0.710379,0.710379,0
2016-02-12,0.712606,0.712911,0.706614,0.712403,0.712403,0
2016-02-15,0.711693,0.717206,0.711339,0.711693,0.711693,0
2016-02-16,0.714745,0.718391,0.708968,0.714796,0.714796,0
2016-02-17,0.711794,0.716897,0.708667,0.711997,0.711997,0
2016-02-18,0.717360,0.718391,0.713623,0.717618,0.717618,0
2016-02-19,0.715103,0.715256,0.707124,0.715001,0.715001,0
2016-02-22,0.714592,0.723589,0.714286,0.714286,0.714286,0
2016-02-23,0.723484,0.725795,0.721397,0.723484,0.723484,0
2016-02-24,0.719580,0.721188,0.714847,0.719580,0.719580,0
2016-02-25,0.719476,0.721709,0.716076,0.719476,0.719476,0
2016-02-26,0.723903,0.725479,0.716178,0.723589,0.723589,0
2016-02-29,0.712911,0.716589,0.711288,0.712809,0.712809,0
2016-03-01,0.714184,0.719114,0.711035,0.714286,0.714286,0
2016-03-02,0.718391,0.726164,0.716692,0.718184,0.718184,0
2016-03-03,0.728651,0.736974,0.728385,0.728810,0.728810,0
2016-03-04,0.735727,0.743218,0.734268,0.735781,0.735781,0
2016-03-07,0.740905,0.747217,0.739481,0.741141,0.741141,0
2016-03-08,0.745823,0.747217,0.741125,0.745823,0.745823,0
2016-03-09,0.743494,0.751145,0.741400,0.743384,0.743384,0
2016-03-10,0.746993,0.750694,0.744491,0.747105,0.747105,0
2016-03-11,0.745935,0.758265,0.744990,0.746213,0.746213,0
2016-03-14,0.756372,0.759474,0.749738,0.756315,0.756315,0
2016-03-15,0.751993,0.752899,0.744768,0.752106,0.752106,0
2016-03-16,0.746269,0.747719,0.741785,0.746324,0.746324,0
2016-03-17,0.754489,0.765287,0.754489,0.754717,0.754717,0
2016-03-18,0.764643,0.768285,0.760514,0.764994,0.764994,0
2016-03-21,0.759474,0.762893,0.757060,0.759763,0.759763,0
2016-03-22,0.757002,0.764117,0.755401,0.757174,0.757174,0
2016-03-23,0.762021,0.764935,0.753182,0.762021,0.762021,0
2016-03-24,0.753523,0.753579,0.747999,0.753352,0.753352,0
2016-03-25,0.752785,0.753920,0.750976,0.752672,0.752672,0
2016-03-28,0.750413,0.755915,0.749681,0.750582,0.750582,0
2016-03-29,0.755401,0.757289,0.751145,0.755687,0.755687,0
2016-03-30,0.763884,0.770594,0.761673,0.764000,0.764000,0
2016-03-31,0.765990,0.772320,0.763709,0.766107,0.766107,0
2016-04-01,0.766989,0.769586,0.760283,0.766989,0.766989,0
2016-04-04,0.766812,0.767519,0.760225,0.766871,0.766871,0
2016-04-05,0.759878,0.762660,0.751202,0.759994,0.759994,0
2016-04-06,0.754546,0.761731,0.753409,0.754603,0.754603,0
2016-04-07,0.761151,0.763709,0.749400,0.761209,0.761209,0
2016-04-08,0.751597,0.758093,0.751145,0.751371,0.751371,0
2016-04-11,0.756601,0.762951,0.753125,0.756487,0.756487,0
2016-04-12,0.759417,0.767401,0.758725,0.759474,0.759474,0
2016-04-13,0.768699,0.771724,0.763534,0.768521,0.768521,0
2016-04-14,0.765990,0.773575,0.762079,0.766225,0.766225,0
2016-04-15,0.768876,0.773515,0.768285,0.769586,0.769586,0
2016-04-18,0.764526,0.775976,0.763709,0.764000,0.764000,0
2016-04-19,0.777182,0.782167,0.776096,0.777122,0.777122,0
2016-04-20,0.779970,0.782963,0.776880,0.779666,0.779666,0
2016-04-21,0.780275,0.783515,0.775494,0.780214,0.780214,0
2016-04-22,0.774413,0.777484,0.771188,0.774293,0.774293,0
2016-04-25,0.771069,0.773096,0.769290,0.771081,0.771081,0
2016-04-26,0.771486,0.776578,0.770119,0.771724,0.771724,0
2016-04-27,0.774713,0.776578,0.757691,0.774773,0.774773,0
2016-04-28,0.760283,0.765990,0.757920,0.760398,0.760398,0
2016-04-29,0.763475,0.766812,0.760398,0.763417,0.763417,0
2016-05-02,0.761615,0.765638,0.759705,0.761731,0.761731,0
2016-05-03,0.766401,0.771307,0.749569,0.766378,0.766378,0
2016-05-04,0.749906,0.751936,0.745490,0.749963,0.749963,0
2016-05-05,0.746714,0.751428,0.745768,0.746714,0.746714,0
2016-05-06,0.747496,0.747775,0.734160,0.747608,0.747608,0
2016-05-09,0.737517,0.738716,0.731208,0.737626,0.737626,0
2016-05-10,0.731904,0.737463,0.730140,0.731689,0.731689,0
2016-05-11,0.737300,0.740357,0.733730,0.737300,0.737300,0
2016-05-12,0.735998,0.737463,0.731422,0.735781,0.735781,0
2016-05-13,0.731797,0.732225,0.725584,0.731797,0.731797,0
2016-05-16,0.727220,0.730994,0.727220,0.727484,0.727484,0
2016-05-17,0.729075,0.736757,0.728491,0.728810,0.728810,0
2016-05-18,0.732011,0.732011,0.725321,0.731368,0.731368,0
2016-05-19,0.722282,0.723484,0.718030,0.722700,0.722700,0
2016-05-20,0.723223,0.725111,0.721345,0.723223,0.723223,0
2016-05-23,0.722700,0.726216,0.719787,0.722804,0.722804,0
2016-05-24,0.722126,0.722491,0.714623,0.722387,0.722387,0
2016-05-25,0.719217,0.722022,0.717566,0.719062,0.719062,0
2016-05-26,0.718701,0.724428,0.717206,0.718649,0.718649,0
2016-05-27,0.722596,0.723641,0.718701,0.722596,0.722596,0
2016-05-30,0.717978,0.719011,0.715205,0.718494,0.718494,0
2016-05-31,0.719683,0.726797,0.718804,0.719580,0.719580,0
2016-06-01,0.723798,0.729980,0.722961,0.723694,0.723694,0
2016-06-02,0.725216,0.726956,0.720305,0.725005,0.725005,0
2016-06-03,0.723014,0.735024,0.722596,0.723118,0.723118,0
2016-06-06,0.734376,0.738225,0.731850,0.734700,0.734700,0
2016-06-07,0.737512,0.745879,0.736269,0.737354,0.737354,0
2016-06-08,0.744713,0.748279,0.743329,0.744602,0.744602,0
2016-06-09,0.749288,0.750413,0.742170,0.749681,0.749681,0
2016-06-10,0.741400,0.742721,0.739262,0.741675,0.741675,0
2016-06-13,0.737300,0.741180,0.736323,0.737409,0.737409,0
2016-06-14,0.737898,0.740631,0.733192,0.738116,0.738116,0
2016-06-15,0.735240,0.742115,0.733622,0.735619,0.735619,0
2016-06-16,0.741455,0.743163,0.728651,0.741620,0.741620,0
2016-06-17,0.739208,0.741125,0.737463,0.738716,0.738716,0
2016-06-20,0.742997,0.748279,0.742777,0.743108,0.743108,0
2016-06-21,0.746102,0.751428,0.745545,0.746102,0.746102,0
2016-06-22,0.745323,0.752842,0.744380,0.745379,0.745379,0
2016-06-23,0.751371,0.759705,0.751371,0.751428,0.751428,0
2016-06-24,0.755173,0.758323,0.731689,0.753523,0.753523,0
2016-06-27,0.742997,0.745212,0.733676,0.743108,0.743108,0
2016-06-28,0.735619,0.741675,0.734430,0.735727,0.735727,0
2016-06-29,0.740302,0.745823,0.738389,0.740521,0.740521,0
2016-06-30,0.746882,0.746993,0.737898,0.746993,0.746993,0
2016-07-01,0.744990,0.750413,0.743992,0.744879,0.744879,0
2016-07-04,0.746714,0.754717,0.746491,0.746380,0.746380,0
2016-07-05,0.753012,0.754603,0.745768,0.753012,0.753012,0
2016-07-06,0.744214,0.751597,0.741180,0.744380,0.744380,0
2016-07-07,0.751315,0.753920,0.747496,0.751880,0.751880,0
2016-07-08,0.749625,0.756487,0.747608,0.749400,0.749400,0
2016-07-11,0.755801,0.757748,0.752389,0.755915,0.755915,0
2016-07-12,0.753807,0.763884,0.753409,0.753807,0.753807,0
2016-07-13,0.760312,0.763884,0.757863,0.760572,0.760572,0
2016-07-14,0.759474,0.765228,0.759359,0.759647,0.759647,0
2016-07-15,0.761499,0.767695,0.758150,0.761499,0.761499,0
2016-07-18,0.759013,0.760861,0.757633,0.759013,0.759013,0
2016-07-19,0.757576,0.757576,0.747775,0.757518,0.757518,0
2016-07-20,0.750976,0.751202,0.746324,0.750751,0.750751,0
2016-07-21,0.746603,0.751597,0.745935,0.747161,0.747161,0
2016-07-22,0.750582,0.750638,0.744380,0.750694,0.750694,0
2016-07-25,0.747440,0.749344,0.745712,0.747608,0.747608,0
2016-07-26,0.747552,0.754205,0.746491,0.747608,0.747608,0
2016-07-27,0.751484,0.757002,0.745712,0.751654,0.751654,0
2016-07-28,0.752276,0.755116,0.750582,0.751744,0.751744,0
2016-07-29,0.751315,0.761093,0.749457,0.751258,0.751258,0
2016-08-01,0.758783,0.761615,0.755287,0.758783,0.758783,0
2016-08-02,0.753069,0.763825,0.750356,0.752842,0.752842,0
2016-08-03,0.760052,0.761499,0.757002,0.759994,0.759994,0
2016-08-04,0.758898,0.763942,0.758898,0.759013,0.759013,0
2016-08-05,0.764175,0.766577,0.759821,0.764000,0.764000,0
2016-08-08,0.761267,0.767283,0.759936,0.761180,0.761180,0
2016-08-09,0.766107,0.768764,0.762486,0.766049,0.766049,0
2016-08-10,0.766342,0.775735,0.766342,0.766460,0.766460,0
2016-08-11,0.771248,0.772499,0.769349,0.771545,0.771545,0
2016-08-12,0.769349,0.772559,0.766930,0.769586,0.769586,0
2016-08-15,0.765638,0.769053,0.763884,0.765638,0.765638,0
2016-08-16,0.767754,0.774713,0.765638,0.767636,0.767636,0
2016-08-17,0.769675,0.770772,0.761499,0.770078,0.770078,0
2016-08-18,0.766284,0.772201,0.765052,0.766401,0.766401,0
2016-08-19,0.767754,0.767754,0.760052,0.767872,0.767872,0
2016-08-22,0.760688,0.763825,0.758495,0.760803,0.760803,0
2016-08-23,0.763126,0.765638,0.762776,0.763009,0.763009,0
2016-08-24,0.761325,0.763534,0.759013,0.761383,0.761383,0
2016-08-25,0.760861,0.764000,0.760398,0.761035,0.761035,0
2016-08-26,0.762428,0.769053,0.761441,0.762486,0.762486,0
2016-08-29,0.753858,0.757633,0.752729,0.754432,0.754432,0
2016-08-30,0.757576,0.758035,0.751089,0.757748,0.757748,0
2016-08-31,0.752389,0.753523,0.749176,0.752445,0.752445,0
2016-09-01,0.751936,0.755287,0.750694,0.751993,0.751993,0
2016-09-02,0.755116,0.761267,0.753864,0.755287,0.755287,0
2016-09-05,0.756487,0.760803,0.756487,0.756487,0.756487,0
2016-09-06,0.759301,0.768521,0.759301,0.759301,0.759301,0
2016-09-07,0.768580,0.769764,0.765404,0.768817,0.768817,0
2016-09-08,0.766930,0.773216,0.766577,0.766930,0.766930,0
2016-09-09,0.764994,0.765814,0.755116,0.765052,0.765052,0
2016-09-12,0.754262,0.755002,0.749513,0.754489,0.754489,0
2016-09-13,0.756716,0.757002,0.746882,0.756716,0.756716,0
2016-09-14,0.746714,0.749625,0.745268,0.746938,0.746938,0
2016-09-15,0.748335,0.751597,0.744934,0.748223,0.748223,0
2016-09-16,0.751315,0.752785,0.747664,0.751315,0.751315,0
2016-09-19,0.750300,0.757576,0.750255,0.750188,0.750188,0
2016-09-20,0.753977,0.756773,0.753125,0.753750,0.753750,0
